Product Code,Name,Description,Small Image,Large Image,Catalogue,Sale Price,Retail Price,Tax Code,SEO friendly URL,Grouping Product Codes,Grouping Product Descriptions,Supplier CRM ID,Supplier Commission Percentage,Weighting/Order,Related Products,Weight In KG/Pounds,Product Width (Previously Volume),Keywords,Unit Type,Min Units,Max Units,In Stock,On Order,Re-order Threshold,Inventory Control,Can Pre-Order,Custom 1,Custom 2,Custom 3,Custom 4,Poplets,Enabled,Capture Details,Limit Download Count,Limit Download IP,On Sale,Hide if Out of Stock,Attributes,Gift Voucher,Drop Shipping,Product Height,Product Depth,Exclude From Search Results,Product Title,Wholesale Sale Price,Tax Code,Cycle Type,Cycle Type Count,Product URL,Product Affiliate URL,Variations Enabled,Variations Code,Variation Options,Role Responsible,Product Meta Description
S-MT_0002,Jonah,"<p>The prophet Jonah, fleeing from God's commission to warn the inhabitants of Nineveh of coming judgement, boarded a ship instead bound for Tarshih.  He was engulfed by a raging storm and then, upon being cast into the sea, by a large fish. In the fish's belly for three days he cried out to the Lord, accepting his commission, before being released on the shores of Nineveh. At Jonah's warning the Ninevites do repent and are spared from destruction. Jonah, however, is displeased, unable to reconcile God&rsquo;s just judgment with his ultimate mercy.</p><p>In this form the smooth sections of surface, clash when encircled with rippled planes likened to stormy waves. The fin-like protrusions on the piece and subtle striations leading up to its crest suggest the fish that is sent to save Jonah&rsquo;s life. The form&rsquo;s body is twisted, at varying degrees appearing to be turning away or settling back, evoking Jonah&rsquo;s hesitation to obey and ultimate inability to understand God&rsquo;s will.</p><p class=""quote"">In my distress I called to the LORD, and he answered me. From the depths of the grave I called for help, and you listened to my cry.<br />You hurled me into the deep, into the very heart of the seas, and the currents swirled about me; all your waves and breakers swept over me.<br />I said, 'I have been banished from your sight; yet I will look again toward your holy temple.'<br />The engulfing waters threatened me,the deep surrounded me; seaweed was wrapped around my head.<br />To the roots of the mountains I sank down; the earth beneath barred me in forever. But you brought my life up from the pit, O LORD my God.<br /><br /><span class=""att"">Jonah 2:2-6</span></p><ul class=""specs sub""><li>production: <a href=""http://www.excaliburbronzeny.com"" target=""_blank"">Excalibur Sculpture Foundry</a></li><li>photography: <a href=""http://www.joegarrad.com"" target=""_blank"">Joe Garrad</a></li></ul>",/images/art/portfolio/small/S-MT_0002_a.jpg,/images/art/portfolio/large/S-MT_0002_a.jpg,/Art/Sculpture/;/Art/Sculpture/Metal/;/Art/;,US/6000.00;,US/6000.00;,,jonah,,,,,9001,,16,5.5,,sculpture,,3,0,1,,Y,N,"bronze, polished &amp; nickel plated",6 x 6 x 15.5,16,2010,/images/art/portfolio/large/S-MT_0002_a.jpg;/images/art/portfolio/large/S-MT_0002_b.jpg;/images/art/portfolio/large/S-MT_0002_c.jpg;/images/art/portfolio/large/S-MT_0002_d.jpg;/images/art/portfolio/large/S-MT_0002_e.jpg;/images/art/portfolio/large/S-MT_0002_f.jpg;/images/art/portfolio/large/S-MT_0002_g.jpg;/images/art/portfolio/large/S-MT_0002_h.jpg;/images/art/portfolio/large/S-MT_0002_i.jpg;/images/art/portfolio/large/S-MT_0002_j.jpg;,Y,N,,,N,N,,N,N,15,5,N,Jonah,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/jonah,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041589&ObjectType=27,N,,,,
S-CR_0026,Joseph,,/images/art/portfolio/small/S-CR_0026_a.jpg,/images/art/portfolio/large/S-CR_0026_a.jpg,/Art/Sculpture/;/Art/Sculpture/Ceramics/;/Art/;,US/600.00;,US/600.00;,,joseph,,,,,7003,,,,,sculpture,,1,1,0,,Y,N,Stoneware with wax patina.,7.5 x 3.5 x 10.5,3.8,2012,/images/art/portfolio/large/S-CR_0026_a.jpg;/images/art/portfolio/large/S-CR_0026_b.jpg;/images/art/portfolio/large/S-CR_0026_c.jpg;/images/art/portfolio/large/S-CR_0026_d.jpg;/images/art/portfolio/large/S-CR_0026_e.jpg;/images/art/portfolio/large/S-CR_0026_f.jpg;/images/art/portfolio/large/S-CR_0026_g.jpg;/images/art/portfolio/large/S-CR_0026_h.jpg;,Y,N,,,N,N,,N,N,,,N,Joseph,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/joseph,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041582&ObjectType=27,N,,,,
V-PT_0018,Judy,,/images/art/portfolio/small/V-PT_0018_a.jpg,/images/art/portfolio/large/V-PT_0018_a.jpg,/Art/Vessels/;/Art/Vessels/Pottery/;/Art/;,US/500.00;,US/500.00;,,judy,,,,,6001,,4.5,5.5,,vessel,,1,1,0,,N,N,"porcelain, wheel-thrown & slip-trailed, glazed",5.5 x 5.5 x 11,4.5,2006,/images/art/portfolio/large/V-PT_0018_a.jpg;/images/art/portfolio/large/V-PT_0018_b.jpg;,Y,N,,,N,N,,N,N,11,5.5,N,Judy,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/judy,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041595&ObjectType=27,N,,,,
S-MM_0002,Kesiye,"<p>Meaning: The truth cannot be hidden.<br />
Origin: Igbo tribe, Nigeria.</p>
<div class=""quote"">
<p>""Follow your bliss.""</p>
<span class=""att"">- Dad. Various dates</span></div>",/images/art/portfolio/small/S-MM_0002_a.jpg,/images/art/portfolio/large/S-MM_0002_a.jpg,/Art/Sculpture/;/Art/Sculpture/Mixed Media/;/Art/;,US/3000.00;,US/3000.00;,,kesiye,,,,,8001,,20.7,12,,sculpture,,1,1,0,,Y,N,"plaster, clay, metal, wood, foam, wax, found objects, acrylic paint, resin",12 x 12 x 26,20.7,2011,/images/art/portfolio/large/S-MM_0002_a.jpg;/images/art/portfolio/large/S-MM_0002_b.jpg;/images/art/portfolio/large/S-MM_0002_c.jpg;/images/art/portfolio/large/S-MM_0002_d.jpg;/images/art/portfolio/large/S-MM_0002_e.jpg;/images/art/portfolio/large/S-MM_0002_f.jpg;/images/art/portfolio/large/S-MM_0002_g.jpg;/images/art/portfolio/large/S-MM_0002_h.jpg;,Y,N,,,N,N,,N,N,26,12,N,Kesiye,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/kesiye,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041585&ObjectType=27,N,,,,
S-MT_0003,Lazarus,"<p>Lazarus is the brother of sisters Mary Magdalene, whom Christ saved from being stoned to death under the conviction of adultery, and Martha. Christ was an endeared friend to Lazarus as with his siblings and so was called upon with the news of Lazarus&rsquo; sickness and then death. Though Lazarus had already been dead in his tomb for four days by the time Jesus arrived, Christ called him out of death, arising alive and whole as a sign to witnesses of God&rsquo;s miraculous power working through his son and as a foreshadowing of his own redeeming death and resurrection for the salvation of his chosen people.</p><p>The piece&rsquo;s mottled surface represents the decay of Lazarus&rsquo; body. The patches of smoothening surfaces capture his restorative transformation from decayed death to renewed life. The form appears to unwind and torque open and slightly forward, beckoned by the call from darkness to light.</p><p class=""quote"">Then Jesus looked up and said, ""Father, I thank you that you have heard me. I knew that you always hear me, but I said this for the benefit of the people standing here, that they may believe that you sent me.""<br />When he had said this, Jesus called in a loud voice, ""Lazarus, come out!"" The dead man came out, his hands and feet wrapped with strips of linen, and a cloth around his face.<br />Jesus said to them, ""Take off the grave clothes and let him go.""<br />Therefore many of the Jews who had come to visit Mary, and had seen what Jesus did, put their faith in him.<br /><br /><span class=""att"">John 11:41-45</span></p><ul class=""specs sub""><li>production: <a href=""http://www.excaliburbronzeny.com/"" target=""_blank"">Excalibur Sculpture Foundry</a></li><li>photography: <a href=""http://www.joegarrad.com"" target=""_blank"">Joe Garrad</a></li></ul>",/images/art/portfolio/small/S-MT_0003_a.jpg,/images/art/portfolio/large/S-MT_0003_a.jpg,/Art/Sculpture/;/Art/Sculpture/Metal/;/Art/;,US/7000.00;,US/7000.00;,,lazarus,,,,,9002,,28.25,10,,sculpture,,3,1,0,,Y,N,"bronze, polished &amp; nickel plated",10 x 11 x 15,28.25,2010,/images/art/portfolio/large/S-MT_0003_a.jpg;/images/art/portfolio/large/S-MT_0003_b.jpg;/images/art/portfolio/large/S-MT_0003_c.jpg;/images/art/portfolio/large/S-MT_0003_d.jpg;/images/art/portfolio/large/S-MT_0003_e.jpg;/images/art/portfolio/large/S-MT_0003_f.jpg;/images/art/portfolio/large/S-MT_0003_g.jpg;,Y,N,,,N,N,,N,N,14.5,7,N,Lazarus,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/lazarus,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041590&ObjectType=27,N,,,,
V-SC_0004,Miles,,/images/art/portfolio/small/V-SC_0004_a.jpg,/images/art/portfolio/large/V-SC_0004_a.jpg,/Art/Vessels/;/Art/Vessels/Slipcast/;/Art/;,US/250.00;,US/250.00;,,miles,,,,,5003,,2.5,6,,vessel,,,1,0,,Y,N,"porcelain, slip-cast",6 x 6 x 15.5,2.5,2006,/images/art/portfolio/large/V-SC_0004_a.jpg;/images/art/portfolio/large/V-SC_0004_b.jpg;/images/art/portfolio/large/V-SC_0004_c.jpg;/images/art/portfolio/large/V-SC_0004_d.jpg;/images/art/portfolio/large/V-SC_0004_e.jpg;,Y,N,,,N,N,,N,N,15.5,6,N,Miles,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/miles,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041607&ObjectType=27,N,,,,
V-PT_0019,Naima,,/images/art/portfolio/small/V-PT_0019_a.jpg,/images/art/portfolio/large/V-PT_0019_a.jpg,/Art/Vessels/;/Art/Vessels/Pottery/;/Art/;,US/500.00;,US/500.00;,,naima,,,,,6002,,3.15,5.5,,vessel,,1,1,0,,Y,N,"porcelain, wheel-thrown, slip-trailed, burnished",5.5 x 5.5 x 10.5,3,2006,/images/art/portfolio/large/V-PT_0019_a.jpg;/images/art/portfolio/large/V-PT_0019_b.jpg;,Y,N,,,N,N,,N,N,10.5,5.5,N,Naima,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/naima,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041596&ObjectType=27,N,,,,
S-MT-006,Saul,"<p class=""quote"">But he said to me, &ldquo;My grace is sufficient for you, for my power is made perfect in weakness.&rdquo; Therefore I will boast all the more gladly of my weaknesses, so that the power of Christ may rest upon me. For the sake of Christ, then, I am content with weaknesses, insults, hardships, persecutions, and calamities. For when I am weak, then I am strong.<br />
<br />
<span class=""att"">2 Corinthians 12:9-10</span></p>",/images/art/portfolio/small/S-MT_0006_a.jpg,/images/art/portfolio/large/S-MT_0006_a.jpg,/Art/Sculpture/;/Art/Sculpture/Metal/;/Art/;,US/30000.00;,US/0.00;,,saul,,,,,9006,,,,,,1,1,1,0,,Y,N,"Cast bronze, polished & laser gold plated",13.5 x 7 x 20,,2013,/images/art/portfolio/large/S-MT_0006_a.jpg;/images/art/portfolio/large/S-MT_0006_c.jpg;/images/art/portfolio/large/S-MT_0006_d.jpg;/images/art/portfolio/large/S-MT_0006_f.jpg;/images/art/portfolio/large/S-MT_0006_g.jpg;/images/art/portfolio/large/S-MT_0006_h.jpg;/images/art/portfolio/large/S-MT_0006_j.jpg;/images/art/portfolio/large/S-MT_0006_k.jpg;/images/art/portfolio/large/S-MT_0006_m.jpg;/images/art/portfolio/large/S-MT_0006_n.jpg;,Y,N,,,N,N,,N,N,,,N,Saul,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/saul,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5545346&ObjectType=27,N,,,,
PG_0003,Sometimes,,/images/art/portfolio/small/PG_0003.jpg,/images/art/portfolio/large/PG_0003.jpg,/Paintings/;,US/800.00;,US/800.00;,,sometimes,,,,,2001,,2.5,48,,painting,,1,1,0,,Y,N,"acrylic paint, mixed media",48 x 1 x 12,7,2009,,Y,N,,,N,N,,N,N,12,1,N,Sometimes,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/Paintings/sometimes,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041564&ObjectType=27,N,,,,
S-CR_0009,Trane,"<div class=""quote""><p>Over all, I think the main thing a musician would like to do is give a picture to the listener of the many wonderful things that he knows of and senses in the universe.</p><span class=""att"">- John Coltrane</span></div>",/images/art/portfolio/small/S-CR_0009_a.jpg,/images/art/portfolio/large/S-CR_0009_a.jpg,/Art/Sculpture/;/Art/Sculpture/Ceramics/;/Art/;,US/700.00;,US/700.00;,,trane,,,,,7001,,4.5,7,,sculpture,,1,1,0,,Y,N,terra-cotta,7 x 7 x 7,4.5,2004,/images/art/portfolio/large/S-CR_0009_a.jpg;/images/art/portfolio/large/S-CR_0009_b.jpg;,Y,N,,,N,N,,N,N,7,7,N,Trane,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/trane,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041565&ObjectType=27,N,,,,
S-CR_0015,Udumelue,"<p>Meaning: Crowned with honor and pride<br />Origin: Yuroba tribe, Nigeria.</p>",/images/art/portfolio/small/S-CR_0015_a.jpg,/images/art/portfolio/large/S-CR_0015_a.jpg,/Art/Sculpture/;/Art/Sculpture/Ceramics/;/Art/;,US/2000.00;,US/2000.00;,,udumelue,,,,,7004,,14.4,14.5,,sculpture,,1,1,0,,Y,N,"stoneware, anagama fired",6.5 x 14.5 x 17.5,14.4,2011,/images/art/portfolio/large/S-CR_0015_a.jpg;/images/art/portfolio/large/S-CR_0015_b.jpg;/images/art/portfolio/large/S-CR_0015_c.jpg;/images/art/portfolio/large/S-CR_0015_d.jpg;/images/art/portfolio/large/S-CR_0015_e.jpg;/images/art/portfolio/large/S-CR_0015_f.jpg;/images/art/portfolio/large/S-CR_0015_g.jpg;/images/art/portfolio/large/S-CR_0015_h.jpg;,Y,N,,,N,N,,N,N,17.5,6.5,N,Udumelue,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/udumelue,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041571&ObjectType=27,N,,,,
DW_0014,Untitled,,/images/art/portfolio/small/DW_0014.jpg,/images/art/portfolio/large/DW_0014.jpg,/Art/Drawings/;/Art/;,US/400.00;,US/400.00;,,dw-0014,,,,,4001,,,,,drawing,,1,1,0,,Y,N,acrylic and graphite on wood panel,11 x 1 x 14,1.6,2012,,Y,N,,,N,N,,N,N,,,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/dw-0014,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041554&ObjectType=27,N,,,,
DW_0015,Untitled,,/images/art/portfolio/small/DW_0015.jpg,/images/art/portfolio/large/DW_0015.jpg,/Art/Drawings/;/Art/;,US/400.00;,US/400.00;,,dw-0015,,,,,4001,,,,,drawing,,1,1,0,,Y,N,acrylic and graphite on wood panel,11 x 1 x 14,1.6,2012,,Y,N,,,N,N,,N,N,,,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/dw-0015,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041555&ObjectType=27,N,,,,
DW_0016,Untitled,,/images/art/portfolio/small/DW_0016.jpg,/images/art/portfolio/large/DW_0016.jpg,/Art/Drawings/;/Art/;,US/400.00;,US/400.00;,,dw-0016,,,,,4001,,,,,drawing,,1,1,0,,Y,N,acrylic and graphite on wood panel,11 x 1 x 14,1.6,2012,,Y,N,,,N,N,,N,N,,,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/dw-0016,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041556&ObjectType=27,N,,,,
DW_0017,Untitled,,/images/art/portfolio/small/DW_0017.jpg,/images/art/portfolio/large/DW_0017.jpg,/Art/Drawings/;/Art/;,US/400.00;,US/400.00;,,dw-0017,,,,,4001,,,,,drawing,,1,1,0,,Y,N,acrylic and graphite on wood panel,11 x 1 x 14,1.6,2012,,Y,N,,,N,N,,N,N,,,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/dw-0017,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041557&ObjectType=27,N,,,,
DW_0018,Untitled,,/images/art/portfolio/small/DW_0018.jpg,/images/art/portfolio/large/DW_0018.jpg,/Art/Drawings/;/Art/;,US/400.00;,US/400.00;,,dw-0018,,,,,4001,,,,,drawing,,1,1,0,,Y,N,acrylic and graphite on wood panel,11 x 1 x 14,1.6,2012,,Y,N,,,N,N,,N,N,,,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/dw-0018,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041558&ObjectType=27,N,,,,
DW_0019,Untitled,,/images/art/portfolio/small/DW_0019.jpg,/images/art/portfolio/large/DW_0019.jpg,/Art/Drawings/;/Art/;,US/400.00;,US/400.00;,,dw-0019,,,,,4001,,,,,drawing,,1,1,0,,Y,N,acrylic and graphite on wood panel,12 x 1 x 12,1.6,2012,,Y,N,,,N,N,,N,N,,,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/dw-0019,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041559&ObjectType=27,N,,,,
DW_0020,Untitled,,/images/art/portfolio/small/DW_0020.jpg,/images/art/portfolio/large/DW_0020.jpg,/Art/Drawings/;/Art/;,US/400.00;,US/400.00;,,dw-0020,,,,,4001,,,,,drawing,,1,1,0,,Y,N,acrylic and graphite on wood panel,12 x 1 x 12,1.6,2012,,Y,N,,,N,N,,N,N,,,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/dw-0020,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041560&ObjectType=27,N,,,,
DW_0021,Untitled,,/images/art/portfolio/small/DW_0021.jpg,/images/art/portfolio/large/DW_0021.jpg,/Art/Drawings/;/Art/;,US/400.00;,US/400.00;,,dw-0021,,,,,4001,,,,,drawing,,1,1,0,,Y,N,acrylic and graphite on wood panel,12 x 1 x 12,1.6,2012,,Y,N,,,N,N,,N,N,,,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/dw-0021,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041561&ObjectType=27,N,,,,
DW_0022,Untitled,,/images/art/portfolio/small/DW_0022.jpg,/images/art/portfolio/large/DW_0022.jpg,/Art/Drawings/;/Art/;,US/400.00;,US/400.00;,,dw-0022,,,,,4001,,,,,drawing,,1,1,0,,Y,N,acrylic and graphite on wood panel,12 x 1 x 12,1.6,2012,,Y,N,,,N,N,,N,N,,,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/dw-0022,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041562&ObjectType=27,N,,,,
DW_0023,Untitled,,/images/art/portfolio/small/DW_0023.jpg,/images/art/portfolio/large/DW_0023.jpg,/Art/Drawings/;/Art/;,US/400.00;,US/400.00;,,dw-0023,,,,,4001,,,,,drawing,,1,1,0,,Y,N,acrylic and graphite on wood panel,12 x 1 x 12,1.6,2012,,Y,N,,,N,N,,N,N,,,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/dw-0023,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041563&ObjectType=27,N,,,,
S-CR_0017,Untitled,,/images/art/portfolio/small/S-CR_0017_a.jpg,/images/art/portfolio/large/S-CR_0017_a.jpg,/Art/Sculpture/;/Art/Sculpture/Ceramics/;/Art/;,US/600.00;,US/600.00;,,s-cr-0017,,,,,7005,,,,,sculpture,,1,1,0,,Y,N,Stoneware with wax patina.,7 x 5 x 10.5,5.2,2012,/images/art/portfolio/large/S-CR_0017_a.jpg;/images/art/portfolio/large/S-CR_0017_b.jpg;/images/art/portfolio/large/S-CR_0017_c.jpg;/images/art/portfolio/large/S-CR_0017_d.jpg;/images/art/portfolio/large/S-CR_0017_e.jpg;/images/art/portfolio/large/S-CR_0017_f.jpg;/images/art/portfolio/large/S-CR_0017_g.jpg;/images/art/portfolio/large/S-CR_0017_h.jpg;,Y,N,,,N,N,,N,N,,,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/s-cr-0017,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041573&ObjectType=27,N,,,,
